Name,student_id,gender,program,gpa,previous_results,course_information,module_credits,ca_weight,final_exam_weight,ca_marks,final_exam_marks,total_marks,final_grade,lecture_attendance,attendance_percentage,assignment_marks,exam_results,quiz_scores,submission_status,login_frequency,time_spent_lms,resources_accessed,forum_chat_activity,course_start_date,click_count,assessment_date,assessment_type,assessment_score,assessment_max_score,Predicted_Risk_Level,Learning_Style,assignment_due_date,assignment_submission_date,sessions_attended,total_sessions_held,click_timestamp,module_id,pass_fail_status,assignment_max_marks,Non_Engaged_Modules
Pranali Fernando,ST1069,Female,IT,2.61,Good,Software Engineering,3,30,70,22.1,64.3,86.4,A+,9,31.5,22.1,91.8,31,On-time,2,46,31,14,6/04/2025 0:00,235,18/05/2025 0:00,Lab,46,50,Medium Risk,At-Risk Learner,20/05/2025 0:00,21/05/2025 0:00,22,28,18/05/2025 12:17,MOD-IN2201,Pass,30,General
Tharushi Gunawardena,ST1070,Female,IT,3.47,Good,Software Engineering,3,30,70,7.6,32.3,39.9,F,30,98.5,7.6,46.1,93,On-time,19,11,22,0,6/04/2025 0:00,465,10/04/2025 0:00,Assignment,24,30,Medium Risk,Moderate Learner,12/05/2025 0:00,12/05/2025 0:00,24,25,10/04/2025 8:39,MOD-IN2201,Fail,30,Agile & Scrum
Kasun Hapuarachchi,ST1071,Male,ITM,2.06,Good,Software Engineering,3,30,70,17.1,62.8,79.9,A,19,64.7,17.1,89.7,84,Late,5,99,31,8,15/04/2025 0:00,190,5/05/2025 0:00,Quiz,17,20,Medium Risk,Moderate Learner,4/06/2025 0:00,5/06/2025 0:00,16,27,5/05/2025 20:04,MOD-IN2201,Pass,30,General
Osada Wickramasinghe,ST1072,Male,ITM,2.16,Average,Software Engineering,3,30,70,18.9,33.5,52.4,C+,11,35.9,18.9,47.8,39,Late,7,92,42,3,15/01/2025 0:00,113,24/04/2025 0:00,Lab,25,30,High Risk,At-Risk Learner,1/02/2025 0:00,2/02/2025 0:00,24,25,24/04/2025 15:01,MOD-IN2201,Pass,30,Agile & Scrum
Tilan Senanayake,ST1073,Male,ITM,2.36,Good,Software Engineering,3,30,70,11.4,30.7,42.1,F,20,65.4,11.4,43.9,87,On-time,17,65,28,2,27/02/2025 0:00,316,14/04/2025 0:00,Practical,19,20,Medium Risk,Moderate Learner,16/04/2025 0:00,14/04/2025 0:00,27,27,14/04/2025 16:54,MOD-IN2201,Fail,30,Software Testing
Janaka Yapa,ST1074,Male,IT,1.86,Average,Software Engineering,3,30,70,27.1,33.9,61.0,B,22,75.0,27.1,48.4,50,On-time,22,98,42,15,15/01/2025 0:00,83,18/03/2025 0:00,Midterm,36,50,Medium Risk,Highly Engaged,12/04/2025 0:00,12/04/2025 0:00,21,28,18/03/2025 14:04,MOD-IN2201,Pass,30,
Rajeev Karunathilake,ST1075,Male,IT,1.89,Weak,Software Engineering,3,30,70,6.9,16.7,23.6,F,9,29.3,6.9,23.8,28,On-time,23,78,5,7,6/04/2025 0:00,76,25/06/2025 0:00,Quiz,19,20,High Risk,At-Risk Learner,26/04/2025 0:00,25/04/2025 0:00,23,26,25/06/2025 8:57,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Nuwan Jeyarajah,ST1076,Male,ITM,2.87,Weak,Software Engineering,3,30,70,29.2,41.9,71.1,A-,25,83.6,29.2,59.8,43,On-time,12,96,35,10,6/02/2025 0:00,101,20/03/2025 0:00,Quiz,26,100,Low Risk,Moderate Learner,7/05/2025 0:00,6/05/2025 0:00,26,27,20/03/2025 9:07,MOD-IN2201,Pass,30,General
Dilan Jayasinghe,ST1077,Male,ITM,3.82,Average,Software Engineering,3,30,70,6.2,62.2,68.4,B+,26,86.9,6.2,88.9,62,On-time,7,12,29,2,6/02/2025 0:00,43,4/04/2025 0:00,Practical,10,20,Medium Risk,Passive Learner,28/02/2025 0:00,5/03/2025 0:00,26,28,4/04/2025 14:15,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Ruchira Gunasekara,ST1078,Male,ITM,2.54,Average,Software Engineering,3,30,70,24.3,46.7,71.0,A-,9,29.3,24.3,66.7,61,On-time,21,56,25,7,15/04/2025 0:00,277,7/05/2025 0:00,Practical,16,20,Medium Risk,Highly Engaged,8/05/2025 0:00,12/05/2025 0:00,13,26,7/05/2025 10:42,MOD-IN2201,Pass,30,Software Development Models
Uthpala Karunathilake,ST1079,Female,ITM,3.13,Weak,Software Engineering,3,30,70,18.3,12.5,30.8,F,8,28.2,18.3,17.9,56,Late,19,32,29,0,6/02/2025 0:00,288,7/03/2025 0:00,Midterm,17,30,High Risk,At-Risk Learner,7/05/2025 0:00,9/05/2025 0:00,11,25,7/03/2025 9:15,MOD-IN2201,Fail,30,"General, Software Engineering Methods"
Thilini Ranawaka,ST1080,Female,IT,1.89,Good,Software Engineering,3,30,70,10.6,29.3,39.9,F,20,68.1,10.6,41.8,60,On-time,14,57,10,14,23/03/2025 0:00,408,6/04/2025 0:00,Final Exam,29,30,Medium Risk,Moderate Learner,31/03/2025 0:00,30/03/2025 0:00,14,26,6/04/2025 21:29,MOD-IN2201,Fail,30,Requirements Engineering
Udani Wijesuriya,ST1081,Female,IT,3.51,Good,Software Engineering,3,30,70,29.7,42.8,72.5,A-,10,33.4,29.7,61.1,85,On-time,4,62,26,15,5/03/2025 0:00,481,15/04/2025 0:00,Quiz,23,30,Low Risk,Highly Engaged,28/05/2025 0:00,28/05/2025 0:00,4,28,15/04/2025 14:37,MOD-IN2201,Pass,30,Software Testing
Rajeev Nanayakkara,ST1082,Male,IT,3.39,Good,Software Engineering,3,30,70,23.9,48.6,72.5,A-,15,51.2,23.9,69.5,78,Late,16,73,31,2,27/02/2025 0:00,325,1/03/2025 0:00,Quiz,78,100,Medium Risk,At-Risk Learner,3/04/2025 0:00,1/04/2025 0:00,27,30,1/03/2025 15:42,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Eranga Munasinghe,ST1083,Male,IT,3.48,Weak,Software Engineering,3,30,70,20.9,30.7,51.6,C+,25,82.4,20.9,43.9,68,On-time,22,69,41,0,6/04/2025 0:00,480,15/07/2025 0:00,Presentation,8,50,Low Risk,Highly Engaged,18/06/2025 0:00,18/06/2025 0:00,20,27,15/07/2025 18:05,MOD-IN2201,Pass,30,Software Development Models
Ruwan Senanayake,ST1084,Male,ITM,2.58,Good,Software Engineering,3,30,70,29.4,22.3,51.7,C+,10,33.8,29.4,31.8,40,Late,19,100,23,6,6/04/2025 0:00,110,21/05/2025 0:00,Final Exam,40,100,Medium Risk,Highly Engaged,6/07/2025 0:00,8/07/2025 0:00,5,25,21/05/2025 22:17,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Chathuni Herath,ST1085,Female,ITM,2.84,Good,Software Engineering,3,30,70,27.2,35.0,62.2,B,23,76.1,27.2,50.0,36,On-time,16,89,21,2,15/01/2025 0:00,136,29/01/2025 0:00,Final Exam,21,30,Medium Risk,Moderate Learner,29/01/2025 0:00,30/01/2025 0:00,24,25,29/01/2025 19:09,MOD-IN2201,Pass,30,Requirements Engineering
Hansika Vithanage,ST1086,Female,IT,3.83,Good,Software Engineering,3,30,70,25.1,56.9,82.0,A,23,78.3,25.1,81.3,92,Late,11,34,23,0,23/03/2025 0:00,486,6/06/2025 0:00,Presentation,63,100,Low Risk,Passive Learner,5/05/2025 0:00,9/05/2025 0:00,13,30,6/06/2025 18:44,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Sampath Wijesuriya,ST1087,Male,ITM,3.51,Average,Software Engineering,3,30,70,20.7,17.7,38.4,F,13,42.8,20.7,25.3,94,On-time,6,55,36,14,15/04/2025 0:00,125,15/05/2025 0:00,Practical,19,30,Medium Risk,Passive Learner,8/07/2025 0:00,7/07/2025 0:00,12,27,15/05/2025 9:02,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Lasith Yapa,ST1088,Male,IT,3.33,Good,Software Engineering,3,30,70,27.9,31.9,59.8,B-,10,31.7,27.9,45.6,89,Late,19,30,31,9,27/02/2025 0:00,102,2/05/2025 0:00,Midterm,42,100,Medium Risk,At-Risk Learner,19/03/2025 0:00,24/03/2025 0:00,28,30,2/05/2025 13:41,MOD-IN2201,Pass,30,Software Development Models
Madhawa Herath,ST1089,Male,ITM,2.52,Average,Software Engineering,3,30,70,14.5,27.4,41.9,F,7,23.2,14.5,39.1,50,On-time,11,13,23,7,6/02/2025 0:00,268,25/05/2025 0:00,Midterm,17,20,High Risk,At-Risk Learner,12/02/2025 0:00,17/02/2025 0:00,10,28,25/05/2025 15:43,MOD-IN2201,Fail,30,"Agile & Scrum, Requirements Engineering"
Udani Hapuarachchi,ST1090,Female,IT,2.9,Average,Software Engineering,3,30,70,14.2,26.3,40.5,F,15,51.4,14.2,37.6,83,Late,13,59,33,0,6/04/2025 0:00,185,12/05/2025 0:00,Midterm,98,100,Medium Risk,Passive Learner,3/06/2025 0:00,7/06/2025 0:00,17,26,12/05/2025 10:51,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Dinesh Silva,ST1091,Male,IT,2.44,Excellent,Software Engineering,3,30,70,10.2,35.3,45.5,C,14,46.5,10.2,50.4,43,On-time,4,10,29,8,15/01/2025 0:00,252,19/03/2025 0:00,Final Exam,5,20,High Risk,At-Risk Learner,24/04/2025 0:00,25/04/2025 0:00,8,27,19/03/2025 16:47,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
Lakmini Jeyarajah,ST1092,Female,IT,3.21,Weak,Software Engineering,3,30,70,29.7,12.2,41.9,F,18,58.9,29.7,17.5,72,On-time,2,25,37,8,5/03/2025 0:00,292,1/06/2025 0:00,Final Exam,13,20,Medium Risk,Passive Learner,12/06/2025 0:00,16/06/2025 0:00,9,30,1/06/2025 21:07,MOD-IN2201,Fail,30,"Software Testing, Software Measurement"
Dinesh Liyanage,ST1093,Male,ITM,2.79,Good,Software Engineering,3,30,70,12.9,45.5,58.4,B-,7,24.2,12.9,65.0,35,On-time,15,91,22,1,15/01/2025 0:00,188,25/02/2025 0:00,Lab,22,50,Medium Risk,At-Risk Learner,26/03/2025 0:00,31/03/2025 0:00,25,27,25/02/2025 21:20,MOD-IN2201,Pass,30,Software Testing
Kehan Gunawardena,ST1094,Male,IT,2.55,Average,Software Engineering,3,30,70,9.7,21.3,31.0,F,13,42.2,9.7,30.4,50,Late,15,53,25,3,15/01/2025 0:00,151,17/03/2025 0:00,Midterm,19,30,High Risk,At-Risk Learner,29/01/2025 0:00,26/01/2025 0:00,23,30,17/03/2025 13:19,MOD-IN2201,Fail,30,"Agile & Scrum, Requirements Engineering"
Oshadi Gunasekara,ST1095,Female,IT,1.83,Weak,Software Engineering,3,30,70,9.1,12.9,22.0,F,26,87.7,9.1,18.5,40,On-time,24,39,24,4,6/02/2025 0:00,147,22/04/2025 0:00,Assignment,7,50,High Risk,At-Risk Learner,19/02/2025 0:00,24/02/2025 0:00,6,27,22/04/2025 8:30,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Nuwan Jeyarajah,ST1096,Male,ITM,3.8,Average,Software Engineering,3,30,70,14.3,17.7,32.0,F,10,34.6,14.3,25.3,90,Late,2,21,15,8,23/03/2025 0:00,336,29/05/2025 0:00,Assignment,15,50,Medium Risk,Passive Learner,5/04/2025 0:00,2/04/2025 0:00,28,30,29/05/2025 11:45,MOD-IN2201,Fail,30,"Software Measurement, General"
Nuwan Silva,ST1097,Male,ITM,3.8,Weak,Software Engineering,3,30,70,14.4,30.4,44.8,F,23,75.2,14.4,43.5,53,On-time,16,96,31,5,15/01/2025 0:00,467,1/02/2025 0:00,Quiz,40,50,Medium Risk,Moderate Learner,11/03/2025 0:00,16/03/2025 0:00,25,25,1/02/2025 15:48,MOD-IN2201,Fail,30,
Tharaka Ranawaka,ST1098,Male,IT,2.03,Average,Software Engineering,3,30,70,16.2,58.2,74.4,A-,13,44.6,16.2,83.1,86,Late,9,80,30,9,6/02/2025 0:00,477,28/03/2025 0:00,Presentation,8,20,Medium Risk,At-Risk Learner,15/02/2025 0:00,13/02/2025 0:00,8,28,28/03/2025 15:33,MOD-IN2201,Pass,30,Software Measurement
Thilini Rambukwella,ST1099,Female,IT,3.41,Weak,Software Engineering,3,30,70,11.5,33.1,44.6,F,15,48.7,11.5,47.3,89,On-time,12,35,28,12,5/03/2025 0:00,102,6/05/2025 0:00,Assignment,18,100,Medium Risk,At-Risk Learner,18/04/2025 0:00,21/04/2025 0:00,7,27,6/05/2025 16:17,MOD-IN2201,Fail,30,"Agile & Scrum, Requirements Engineering"
Methuli Fernando,ST1100,Female,IT,3.16,Average,Software Engineering,3,30,70,20.4,27.4,47.8,C,7,24.2,20.4,39.1,64,Late,17,96,26,5,15/01/2025 0:00,235,26/04/2025 0:00,Quiz,67,100,Medium Risk,At-Risk Learner,5/04/2025 0:00,9/04/2025 0:00,20,27,26/04/2025 15:12,MOD-IN2201,Pass,30,Software Measurement
Pranali Vithanage,ST1101,Female,IT,1.81,Good,Software Engineering,3,30,70,16.9,10.3,27.2,F,27,89.5,16.9,14.7,64,Late,14,67,15,12,6/02/2025 0:00,266,14/05/2025 0:00,Midterm,65,100,High Risk,At-Risk Learner,15/03/2025 0:00,19/03/2025 0:00,21,26,14/05/2025 9:36,MOD-IN2201,Fail,30,Requirements Engineering
Ajith Wickramasinghe,ST1102,Male,ITM,2.86,Excellent,Software Engineering,3,30,70,25.9,28.7,54.6,C+,14,47.9,25.9,41.0,29,Late,12,17,24,1,5/03/2025 0:00,105,18/04/2025 0:00,Quiz,25,30,High Risk,At-Risk Learner,17/04/2025 0:00,20/04/2025 0:00,13,30,18/04/2025 8:42,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
Vimukthi Ganesan,ST1103,Male,ITM,3.69,Average,Software Engineering,3,30,70,18.3,32.9,51.2,C+,19,62.5,18.3,47.0,28,Late,16,94,25,13,23/03/2025 0:00,330,4/07/2025 0:00,Midterm,15,30,Medium Risk,Highly Engaged,12/05/2025 0:00,10/05/2025 0:00,19,30,4/07/2025 15:06,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Nadeeka Jayaweera,ST1104,Female,ITM,2.43,Excellent,Software Engineering,3,30,70,13.1,41.7,54.8,C+,21,70.2,13.1,59.6,54,Late,19,37,21,8,15/04/2025 0:00,64,19/05/2025 0:00,Lab,59,100,Medium Risk,Passive Learner,23/06/2025 0:00,25/06/2025 0:00,10,27,19/05/2025 9:36,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Supun Gunasekara,ST1105,Male,IT,2.89,Average,Software Engineering,3,30,70,24.2,18.9,43.1,F,13,44.8,24.2,27.0,28,Late,14,42,27,14,6/02/2025 0:00,383,28/04/2025 0:00,Presentation,77,100,Medium Risk,At-Risk Learner,26/04/2025 0:00,27/04/2025 0:00,25,25,28/04/2025 16:51,MOD-IN2201,Fail,30,Agile & Scrum
Wimal Munasinghe,ST1106,Male,IT,2.1,Average,Software Engineering,3,30,70,10.8,32.3,43.1,F,13,43.7,10.8,46.2,62,Late,15,50,32,2,6/02/2025 0:00,364,25/02/2025 0:00,Quiz,34,50,High Risk,At-Risk Learner,27/03/2025 0:00,25/03/2025 0:00,19,30,25/02/2025 11:01,MOD-IN2201,Fail,30,Requirements Engineering
Imasha Fonseka,ST1107,Female,IT,3.77,Average,Software Engineering,3,30,70,17.6,9.6,27.2,F,7,22.3,17.6,13.7,36,On-time,23,80,42,1,27/02/2025 0:00,409,14/06/2025 0:00,Assignment,8,20,Medium Risk,At-Risk Learner,14/05/2025 0:00,17/05/2025 0:00,20,30,14/06/2025 19:53,MOD-IN2201,Fail,30,Managing Software Projects
Methuli Panchacharam,ST1108,Female,ITM,2.3,Average,Software Engineering,3,30,70,8.5,20.9,29.4,F,14,46.0,8.5,29.8,61,On-time,25,40,30,6,5/03/2025 0:00,113,14/04/2025 0:00,Final Exam,13,30,High Risk,At-Risk Learner,8/05/2025 0:00,6/05/2025 0:00,26,26,14/04/2025 16:27,MOD-IN2201,Fail,30,Software Development Models
Lakmini Pathirana,ST1109,Female,ITM,3.59,Average,Software Engineering,3,30,70,15.2,45.5,60.7,B,20,67.9,15.2,65.0,72,Late,24,95,30,8,15/01/2025 0:00,322,5/03/2025 0:00,Practical,24,50,Low Risk,Highly Engaged,19/03/2025 0:00,23/03/2025 0:00,6,26,5/03/2025 8:58,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Rashika Wijesuriya,ST1110,Female,ITM,3.79,Good,Software Engineering,3,30,70,24.6,37.0,61.6,B,24,80.6,24.6,52.8,78,Late,3,45,27,2,6/04/2025 0:00,461,4/07/2025 0:00,Assignment,82,100,Low Risk,Moderate Learner,24/05/2025 0:00,23/05/2025 0:00,27,30,4/07/2025 12:32,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Kalani Opatha,ST1111,Female,ITM,3.45,Good,Software Engineering,3,30,70,19.7,14.8,34.5,F,16,55.0,19.7,21.2,57,On-time,2,61,11,9,23/03/2025 0:00,200,19/05/2025 0:00,Midterm,16,50,Medium Risk,Passive Learner,10/06/2025 0:00,12/06/2025 0:00,25,30,19/05/2025 15:55,MOD-IN2201,Fail,30,"Managing Software Projects, Software Maintenance & Evolution"
Waruni Perera,ST1112,Female,IT,1.96,Average,Software Engineering,3,30,70,29.2,19.9,49.1,C,15,49.8,29.2,28.5,47,On-time,2,12,28,7,6/02/2025 0:00,85,19/04/2025 0:00,Midterm,63,100,High Risk,At-Risk Learner,21/02/2025 0:00,20/02/2025 0:00,28,28,19/04/2025 9:00,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Malith Silva,ST1113,Male,IT,2.19,Weak,Software Engineering,3,30,70,11.1,56.3,67.4,B+,13,42.7,11.1,80.4,50,On-time,14,26,29,6,15/01/2025 0:00,347,4/04/2025 0:00,Quiz,15,100,Medium Risk,At-Risk Learner,20/02/2025 0:00,20/02/2025 0:00,4,28,4/04/2025 15:58,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
Tharaka Rathnayake,ST1114,Male,IT,3.29,Good,Software Engineering,3,30,70,13.9,22.0,35.9,F,23,78.2,13.9,31.5,71,Late,4,22,42,1,27/02/2025 0:00,66,6/04/2025 0:00,Final Exam,10,20,Medium Risk,Passive Learner,4/05/2025 0:00,7/05/2025 0:00,12,26,6/04/2025 14:42,MOD-IN2201,Fail,30,"Managing Software Projects, Software Maintenance & Evolution"
Binara Munasinghe,ST1115,Female,ITM,2.06,Average,Software Engineering,3,30,70,29.2,24.7,53.9,C+,9,31.2,29.2,35.3,72,Late,12,15,26,15,27/02/2025 0:00,486,8/04/2025 0:00,Assignment,24,100,High Risk,At-Risk Learner,9/05/2025 0:00,14/05/2025 0:00,21,28,8/04/2025 14:57,MOD-IN2201,Pass,30,Managing Software Projects
Kavinda Sivarajah,ST1116,Male,IT,1.89,Average,Software Engineering,3,30,70,14.5,49.6,64.1,B,10,32.9,14.5,70.8,88,On-time,15,24,31,1,15/04/2025 0:00,266,29/05/2025 0:00,Lab,10,30,Medium Risk,Passive Learner,8/07/2025 0:00,6/07/2025 0:00,27,30,29/05/2025 9:13,MOD-IN2201,Pass,30,UI/UX Design
Sewwandi Gunawardena,ST1117,Female,ITM,2.24,Excellent,Software Engineering,3,30,70,8.2,27.5,35.7,F,24,80.6,8.2,39.3,62,Late,15,19,28,15,23/03/2025 0:00,386,26/03/2025 0:00,Lab,63,100,Medium Risk,Moderate Learner,7/04/2025 0:00,6/04/2025 0:00,24,27,26/03/2025 9:29,MOD-IN2201,Fail,30,Software Engineering Methods
Udara Siriwardana,ST1118,Male,ITM,3.22,Excellent,Software Engineering,3,30,70,25.0,51.6,76.6,A,23,77.8,25.0,73.7,74,On-time,8,16,17,9,6/02/2025 0:00,205,8/02/2025 0:00,Assignment,41,100,Low Risk,Passive Learner,8/03/2025 0:00,6/03/2025 0:00,24,26,8/02/2025 21:13,MOD-IN2201,Pass,30,"Software Measurement, General"
Sampath Ranawaka,ST1119,Male,IT,3.54,Good,Software Engineering,3,30,70,10.8,34.3,45.1,C,27,91.4,10.8,49.0,75,On-time,13,95,38,11,15/04/2025 0:00,302,9/06/2025 0:00,Assignment,34,50,Low Risk,Moderate Learner,30/05/2025 0:00,29/05/2025 0:00,25,26,9/06/2025 18:27,MOD-IN2201,Pass,30,
Hirantha Udagedara,ST1120,Male,ITM,3.16,Good,Software Engineering,3,30,70,11.9,33.2,45.1,C,16,54.6,11.9,47.5,32,On-time,11,29,35,9,23/03/2025 0:00,470,21/05/2025 0:00,Presentation,27,50,Medium Risk,Passive Learner,13/05/2025 0:00,11/05/2025 0:00,12,30,21/05/2025 18:46,MOD-IN2201,Pass,30,Managing Software Projects
Ishan Opatha,ST1121,Male,ITM,2.02,Good,Software Engineering,3,30,70,20.0,34.9,54.9,C+,10,34.4,20.0,49.8,83,Late,3,20,35,9,27/02/2025 0:00,200,22/03/2025 0:00,Practical,48,50,High Risk,At-Risk Learner,5/06/2025 0:00,5/06/2025 0:00,7,28,22/03/2025 9:47,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Amila Rathnayake,ST1122,Male,ITM,2.03,Average,Software Engineering,3,30,70,22.0,48.5,70.5,A-,22,74.7,22.0,69.3,76,Late,11,89,20,11,6/02/2025 0:00,393,20/02/2025 0:00,Midterm,5,30,Medium Risk,Highly Engaged,26/02/2025 0:00,26/02/2025 0:00,10,28,20/02/2025 21:01,MOD-IN2201,Pass,30,Requirements Engineering
Supun Jayasinghe,ST1123,Male,IT,2.73,Good,Software Engineering,3,30,70,8.8,60.8,69.6,B+,11,35.1,8.8,86.9,82,Late,16,28,41,13,15/01/2025 0:00,51,9/02/2025 0:00,Lab,11,100,Medium Risk,At-Risk Learner,25/04/2025 0:00,25/04/2025 0:00,14,25,9/02/2025 12:36,MOD-IN2201,Pass,30,General
Ruchira Thilakarathne,ST1124,Male,IT,3.93,Weak,Software Engineering,3,30,70,20.1,44.0,64.1,B,20,67.1,20.1,62.8,88,On-time,3,72,15,15,23/03/2025 0:00,302,1/06/2025 0:00,Lab,65,100,Low Risk,Moderate Learner,1/04/2025 0:00,3/04/2025 0:00,7,28,1/06/2025 9:17,MOD-IN2201,Pass,30,Agile & Scrum
Jayani Thilakarathne,ST1125,Female,IT,1.82,Average,Software Engineering,3,30,70,26.3,50.0,76.3,A,14,47.2,26.3,71.4,85,On-time,18,38,33,10,6/04/2025 0:00,348,21/07/2025 0:00,Midterm,25,100,Medium Risk,At-Risk Learner,1/07/2025 0:00,4/07/2025 0:00,23,26,21/07/2025 18:41,MOD-IN2201,Pass,30,Software Development Models
Ishwarya Nanayakkara,ST1126,Female,ITM,2.06,Average,Software Engineering,3,30,70,7.1,9.4,16.5,F,8,28.0,7.1,13.5,59,On-time,17,48,42,6,15/01/2025 0:00,325,11/03/2025 0:00,Quiz,20,30,High Risk,At-Risk Learner,15/04/2025 0:00,17/04/2025 0:00,12,27,11/03/2025 9:39,MOD-IN2201,Fail,30,Software Development Models
Nimasha Yapa,ST1127,Female,IT,2.36,Average,Software Engineering,3,30,70,24.0,65.0,89.0,A+,18,60.7,24.0,92.9,39,Late,24,16,19,14,23/03/2025 0:00,470,12/07/2025 0:00,Quiz,50,50,Medium Risk,Highly Engaged,6/04/2025 0:00,4/04/2025 0:00,18,30,12/07/2025 11:58,MOD-IN2201,Pass,30,Software Engineering Methods
Dilrukshi Sivarajah,ST1128,Female,IT,3.2,Average,Software Engineering,3,30,70,12.8,18.3,31.1,F,26,87.0,12.8,26.2,60,On-time,15,10,23,15,6/02/2025 0:00,214,17/05/2025 0:00,Lab,57,100,Medium Risk,Passive Learner,11/05/2025 0:00,14/05/2025 0:00,18,30,17/05/2025 11:08,MOD-IN2201,Fail,30,General
Chamari Herath,ST1129,Female,IT,2.09,Average,Software Engineering,3,30,70,7.5,52.5,60.0,B,28,94.5,7.5,75.0,45,Late,12,50,29,5,6/04/2025 0:00,262,29/05/2025 0:00,Midterm,25,50,Medium Risk,Moderate Learner,9/07/2025 0:00,10/07/2025 0:00,15,25,29/05/2025 14:56,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
Oneli Jayaweera,ST1130,Female,ITM,3.8,Good,Software Engineering,3,30,70,10.7,25.9,36.6,F,11,36.2,10.7,37.0,30,On-time,24,54,23,12,23/03/2025 0:00,437,3/04/2025 0:00,Quiz,45,50,Medium Risk,Highly Engaged,26/05/2025 0:00,26/05/2025 0:00,9,25,3/04/2025 16:35,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Kehan Gunawardena,ST1131,Male,IT,2.34,Weak,Software Engineering,3,30,70,20.9,29.0,49.9,C,16,53.4,20.9,41.4,32,Late,25,17,14,11,27/02/2025 0:00,172,11/04/2025 0:00,Midterm,16,30,Medium Risk,At-Risk Learner,7/05/2025 0:00,11/05/2025 0:00,13,27,11/04/2025 11:51,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Yasith Udagedara,ST1132,Male,IT,3.4,Average,Software Engineering,3,30,70,15.8,13.8,29.6,F,11,35.2,15.8,19.7,80,Late,16,22,29,13,15/01/2025 0:00,464,31/03/2025 0:00,Midterm,42,50,Medium Risk,At-Risk Learner,1/03/2025 0:00,4/03/2025 0:00,19,28,31/03/2025 16:33,MOD-IN2201,Fail,30,UI/UX Design
Methuli Kumara,ST1133,Female,IT,3.59,Average,Software Engineering,3,30,70,11.1,35.9,47.0,C,23,76.2,11.1,51.3,46,Late,24,75,18,3,15/01/2025 0:00,395,20/01/2025 0:00,Assignment,28,50,Medium Risk,Highly Engaged,30/01/2025 0:00,31/01/2025 0:00,13,27,20/01/2025 16:09,MOD-IN2201,Pass,30,Software Engineering Methods
Chamari Sivarajah,ST1134,Female,ITM,2.08,Good,Software Engineering,3,30,70,8.9,28.6,37.5,F,27,90.6,8.9,40.9,31,On-time,8,33,32,15,15/04/2025 0:00,41,21/07/2025 0:00,Presentation,90,100,Medium Risk,Moderate Learner,5/06/2025 0:00,4/06/2025 0:00,18,26,21/07/2025 10:32,MOD-IN2201,Fail,30,Software Engineering Methods
Ishwarya Jayaweera,ST1135,Female,IT,3.24,Average,Software Engineering,3,30,70,8.1,18.0,26.1,F,15,51.2,8.1,25.7,29,On-time,23,66,20,8,6/04/2025 0:00,370,24/06/2025 0:00,Midterm,29,30,Medium Risk,Highly Engaged,7/06/2025 0:00,7/06/2025 0:00,19,30,24/06/2025 16:36,MOD-IN2201,Fail,30,UI/UX Design
Ruwan Vithanage,ST1136,Male,IT,2.17,Average,Software Engineering,3,30,70,20.0,37.0,57.0,B-,12,39.4,20.0,52.8,28,On-time,4,78,42,10,15/01/2025 0:00,245,4/03/2025 0:00,Assignment,10,20,High Risk,At-Risk Learner,26/04/2025 0:00,28/04/2025 0:00,13,26,4/03/2025 12:05,MOD-IN2201,Pass,30,General
Osada Panchacharam,ST1137,Male,IT,2.11,Excellent,Software Engineering,3,30,70,15.3,27.0,42.3,F,7,24.7,15.3,38.6,78,Late,7,13,21,1,15/01/2025 0:00,192,19/03/2025 0:00,Final Exam,13,20,High Risk,At-Risk Learner,12/02/2025 0:00,12/02/2025 0:00,5,27,19/03/2025 16:48,MOD-IN2201,Fail,30,"Software Maintenance & Evolution, Software Testing, Software Measurement"
Rashmi Kumara,ST1138,Female,ITM,1.91,Average,Software Engineering,3,30,70,24.2,46.3,70.5,A-,28,92.2,24.2,66.1,42,On-time,10,80,25,3,15/04/2025 0:00,166,24/07/2025 0:00,Presentation,30,30,Medium Risk,Moderate Learner,4/07/2025 0:00,4/07/2025 0:00,11,30,24/07/2025 10:23,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
